Status,Date,Original Description,Split Type,Category,Currency,Amount,User Description,Memo,Classification,Account Name,Simple Description
posted,01/27/2016,PURCHASE - USPSxxxxxxxxxxxxxx1628   BAKERSFIELD  CA,,Postage and Shipping,$,-1.20,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,USPS
posted,01/27/2016,PAYMENT - xxxxx1056                AUTOPAYLANG*]01,,Credit Card Payments,$,"2,169.20",,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,01/26/2016,PAYMENT TO WATSON REALTY SE-WEB PMTS,,Transfers,$,"-1,950.00",,,Personal,HSBC Bank - HSBC PREMIER,
posted,01/26/2016,DEPOSIT FROM PAYPAL-TRANSFER,,Transfers,$,58.58,,,Personal,HSBC Bank - HSBC PREMIER,PayPal
posted,01/26/2016,PAYMENT TO PGANDE-WEB ONLINE,,Utilities,$,-62.84,,,Personal,HSBC Bank - HSBC PREMIER,Pacific Gas and Electric Company
posted,01/26/2016,PURCHASE - AMERICAN KIDS SPORTS C   xxx-xxx2100  CA,,Hobbies,$,-406.25,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,01/26/2016,PURCHASE - SPROUTS FARMERS MARK     BAKERSFIELD  CA,,Groceries,$,-38.69,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Sprout's Farmers Market
posted,01/26/2016,PURCHASE - VONS     STORExxxx4208   BAKERSFIELD  CA,,Groceries,$,-6.70,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,VONS
posted,01/25/2016,CASH WITHDRAWAL ON  01/24 AT MING/HAGGIN - BAKERSFIELD  CA,,ATM/Cash Withdrawals,$,-43.00,,,Personal,HSBC Bank - HSBC PREMIER,Cash Withdrawal
posted,01/25/2016,PURCHASE - TRAVELODGE MAMMOTH LAK   MAMMOTH LAKESCA,,Travel,$,-147.71,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,01/25/2016,PURCHASE - MAMMOTH MTN FOOD         MAMMOTH LAKESCA,,Telephone Services,$,-15.35,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,MTN
posted,01/25/2016,PURCHASE - 53 RESTAURANT            MAMMOTH LAKESCA,,Restaurants/Dining,$,-50.85,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,01/25/2016,PURCHASE - COST PLUS WLD #171       BAKERSFIELD  CA,,Home Improvement,$,-4.05,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,"Cost Plus, Inc."
posted,01/25/2016,PURCHASE - BASKIN #xx1279     Q35   BAKERSFIELD  CA,,Restaurants/Dining,$,-5.56,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Baskin-Robbins
posted,01/25/2016,PURCHASE - SUBWAY        xxxx5728   BISHOP       CA,,Restaurants/Dining,$,-13.89,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,SUBWAY
posted,01/25/2016,PURCHASE - CHICK-FIL-A #x2454       BAKERSFIELD  CA,,Restaurants/Dining,$,-11.93,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Chick -Fil-A
posted,01/25/2016,PURCHASE - MAMMOTH MTN FOOD         MAMMOTH LAKESCA,,Telephone Services,$,-20.81,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,MTN
posted,01/25/2016,PURCHASE - CVS/PHARMACY #x9878      BAKERSFIELD  CA,,Healthcare/Medical,$,-8.59,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,CVS Pharmacy
posted,01/25/2016,PURCHASE - TRADER JOE'S #014  QPS   BAKERSFIELD  CA,,Groceries,$,-10.44,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Trader Joe's
posted,01/24/2016,PURCHASE - H&M MAIL/PHONE ORD #xx   xxxxxxx7467  IL,,Clothing/Shoes,$,-25.69,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,H & M
posted,01/24/2016,PURCHASE - ACTION SPORTS            BAKERSFIELD  CA,,Hobbies,$,-47.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,01/22/2016,DEPOSIT FROM CHEVRON CORPORAT-REG SALARY,,Paychecks/Salary,$,"1,449.00",,,Personal,HSBC Bank - HSBC PREMIER,
posted,01/22/2016,PURCHASE - ADY*SPOTIFY xxxxxxxxxx   xxx-xxx5380  NY,,Entertainment,$,-9.99,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Spotify Ltd
posted,01/22/2016,PURCHASE - 8705 GREAT CLIPS AT SH   BAKERSFIELD  CA,,Personal Care,$,-18.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Great Clips
posted,01/21/2016,PURCHASE - AMERICAN KIDS SPORTS C   xxx-xxx2100  CA,,Hobbies,$,-40.85,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,01/21/2016,PURCHASE - SFI*PHOTOSBYSHUTTERFLY   xxx-xxx-1065 CA,,Hobbies,$,-7.18,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Shutterfly
posted,01/21/2016,PURCHASE - AMAZON.COM               AMZN.COM/BILLWA,,General Merchandise,$,-12.82,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Amazon.com
posted,01/21/2016,PURCHASE - AMAZON.COM               AMZN.COM/BILLWA,,General Merchandise,$,-26.86,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Amazon.com
posted,01/21/2016,PURCHASE - TARGET        xxxx7151   BAKERSFIELD  CA,,General Merchandise,$,-11.49,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Target
posted,01/21/2016,PURCHASE - TARGET        xxxx7151   BAKERSFIELD  CA,,General Merchandise,$,-46.64,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Target
posted,01/20/2016,PAYMENT TO SO CAL GAS-PAID SCGC,,Utilities,$,-81.64,,,Personal,HSBC Bank - HSBC PREMIER,Southern California Gas Company
posted,01/20/2016,PURCHASE - EDWARDS BAKERSFIELD ST   BAKERSFIELD  CA,,General Merchandise,$,-6.25,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,01/20/2016,PURCHASE - CHICK-FIL-A #x2454       BAKERSFIELD  CA,,Restaurants/Dining,$,-4.93,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Chick -Fil-A
posted,01/19/2016,PAYMENT TO HSBC ONLINE-TRANSFER,,Transfers,$,-567.16,,,Personal,HSBC Bank - HSBC PREMIER,HSBC
posted,01/19/2016,PURCHASE - AMAZON.COM AMZN.COM/BI   AMZN.COM/BILLWA,,General Merchandise,$,-44.61,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Amazon.com
posted,01/18/2016,PURCHASE - TRADER JOE'S #014  QPS   BAKERSFIELD  CA,,Groceries,$,-42.84,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Trader Joe's
posted,01/18/2016,PURCHASE - WAL-MART #2557           BAKERSFIELD  CA,,Groceries,$,-29.91,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,01/18/2016,PURCHASE - MY GYM BAKERSFIELD       BAKERSFIELD  CA,,Hobbies,$,-50.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,01/17/2016,PURCHASE - TARGET        xxxx7151   BAKERSFIELD  CA,,General Merchandise,$,-47.87,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Target
posted,01/15/2016,PURCHASE - GETSKITICKETS.COM LLC    xxx-xxx4628  CO,,General Merchandise,$,-169.23,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,01/15/2016,PURCHASE - VONS     STORExxxx4208   BAKERSFIELD  CA,,Groceries,$,-29.15,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,VONS
posted,01/14/2016,PURCHASE - RITE AID STORE - 6195    BAKERSFIELD  CA,,Healthcare/Medical,$,-6.86,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Rite Aid
posted,01/14/2016,PURCHASE - AMAZON SERVICES-KINDLE   xxx-xxx-1072 WA,,Entertainment,$,-1.99,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Amazon.com Kindle
posted,01/13/2016,INTEREST EARNED AND PAID FROM 12/11/15 - THROUGH 01/13/16 INCLUSIVE,,Interest,$,0.07,,,Personal,HSBC Bank - HSBC PREMIER,Interest
posted,01/12/2016,CHECK - 202,,Checks,$,-170.00,,,Personal,HSBC Bank - HSBC PREMIER,
posted,01/12/2016,PAYMENT TO CHEVRON CC-PAYMENT,,Gasoline/Fuel,$,-159.17,,,Personal,HSBC Bank - HSBC PREMIER,Chevron
posted,01/12/2016,PURCHASE - VESTA  *T-MOBILE         xxx-xxx-3397 OR,,Telephone Services,$,-43.70,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,T-Mobile
posted,01/11/2016,PURCHASE ON  01/08 AT 3800 ROSEDALE HIGHWAY - BAKERSFIELD  CA,,General Merchandise,$,-171.78,,,Personal,HSBC Bank - HSBC PREMIER,
posted,01/11/2016,PURCHASE - RAMCHANDRA AYYAGARI MD   BAKERSFIELD  CA,,General Merchandise,$,-55.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,01/11/2016,PURCHASE - RAMCHANDRA AYYAGARI MD   BAKERSFIELD  CA,,General Merchandise,$,-201.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,01/11/2016,PURCHASE - VONS     STORExxxx4208   BAKERSFIELD  CA,,Groceries,$,-39.62,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,VONS
posted,01/11/2016,PURCHASE - RITE AID STORE - 6195    BAKERSFIELD  CA,,Healthcare/Medical,$,-6.44,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Rite Aid
posted,01/08/2016,DEPOSIT FROM HSBC CREDIT CARD-CASH BACK,,Deposits,$,50.00,,,Personal,HSBC Bank - HSBC PREMIER,HSBC
posted,01/08/2016,PURCHASE - TRAVELERS PERS INS       xxxxxxx8715  CT,,Insurance,$,-55.25,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,The Travelers Companies
posted,01/08/2016,PURCHASE - 7-ELEVEN x8655           BAKERSFIELD  CA,,Gasoline/Fuel,$,-10.30,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,7-Eleven
posted,01/07/2016,DEPOSIT FROM CHEVRON CORPORAT-REG SALARY,,Paychecks/Salary,$,"1,449.00",,,Personal,HSBC Bank - HSBC PREMIER,
posted,01/07/2016,PURCHASE - TRADER JOE'S #014  QPS   BAKERSFIELD  CA,,Groceries,$,-58.12,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Trader Joe's
posted,01/07/2016,PURCHASE - KERN R CAFE   xxxx4257   BAKERSFIELD  CA,,Restaurants/Dining,$,-7.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,01/07/2016,PURCHASE - AVIS RENT-A-CAR 1        LOS ANGELES  CA,,Travel,$,-57.11,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Avis Rent A Car System
posted,01/06/2016,PAYMENT TO CALWATER-WATERBILL,,Utilities,$,-25.02,,,Personal,HSBC Bank - HSBC PREMIER,California Water Service
posted,01/06/2016,PURCHASE MADE ON 01/05/16 AT USA*CANTEEN VENDING - CITY OF INDUS CA,,Restaurants/Dining,$,-2.60,,,Personal,HSBC Bank - HSBC PREMIER,Canteen Vending
posted,01/06/2016,PURCHASE - MY GYM BAKERSFIELD       BAKERSFIELD  CA,,Hobbies,$,-68.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,01/05/2016,PAYMENT TO IN-SHAPE 179 BAK-CLUB FEES,,Healthcare/Medical,$,-10.00,,,Personal,HSBC Bank - HSBC PREMIER,Inshape
posted,01/05/2016,PURCHASE - STEAMPOWERED.COM         BELLEVUE     WA,,Entertainment,$,-23.81,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Steampowered
posted,01/05/2016,PURCHASE - AMAZON.COM               AMZN.COM/BILLWA,,General Merchandise,$,-3.75,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Amazon.com
posted,01/04/2016,PAYMENT TO WATSON REALTY SE-WEB PMTS,,Transfers,$,"-1,950.00",,,Personal,HSBC Bank - HSBC PREMIER,
posted,01/04/2016,PURCHASE - AMAZON MKTPLACE PMTS     AMZN.COM/BILLWA,,General Merchandise,$,-14.70,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Amazon.com
posted,01/04/2016,PURCHASE - GEICO  *AUTO             xxx-xxx-3000 DC,,Insurance,$,-100.16,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,GEICO
posted,01/04/2016,PURCHASE - SXM*SIRIUSXM.COM/ACCT    xxx-xxx-5144 NY,,Entertainment,$,-12.52,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,"Sirius XM Radio, Inc"
posted,12/30/2015,PURCHASE - BRIGHT HOUSE NETWORKS    xxx-xxx-9700 FL,,Cable/Satellite Services,$,-81.25,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Bright House Networks
posted,12/30/2015,PURCHASE - NETFLIX.COM              NETFLIX.COM  CA,,Entertainment,$,-7.99,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Netflix
posted,12/28/2015,AUTOMATIC TRANSFER TO CREDIT ACCOUNT #xxxxxx3437,,Transfers,$,"-2,626.85",,,Personal,HSBC Bank - HSBC PREMIER,Transfer
posted,12/28/2015,PAYMENT TO PGANDE-WEB ONLINE,,Utilities,$,-105.11,,,Personal,HSBC Bank - HSBC PREMIER,Pacific Gas and Electric Company
posted,12/27/2015,PAYMENT - xxxxx1056                AUTOPAYLANG*]01,,Credit Card Payments,$,"2,626.85",,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,12/25/2015,PURCHASE - TBIT LARDER ATxxxx8437   LOS ANGELES  CA,,General Merchandise,$,-16.02,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,12/23/2015,RETURN - VICTORIA'S SECRET CATA   xxxxxxx1500  OH,,Clothing/Shoes,$,15.60,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Victoria's Secret
posted,12/23/2015,PURCHASE - UBER TECHNOLOGIES INC    xxxxxx1039   CA,,Travel,$,-13.46,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Uber Technologies Ltd
posted,12/23/2015,PURCHASE - HUDSONNEWS  ST1247       CARSON       CA,,Hobbies,$,-3.69,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Hudson Group
posted,12/23/2015,PURCHASE - TARGET        xxxx7151   BAKERSFIELD  CA,,General Merchandise,$,-7.10,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Target
posted,12/23/2015,PURCHASE - UNITED PACIFIC 5625      LOS ANGELES  CA,,Automotive Expenses,$,-12.09,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,12/22/2015,DEPOSIT FROM CHEVRON CORPORAT-REG SALARY,,Paychecks/Salary,$,"1,449.00",,,Personal,HSBC Bank - HSBC PREMIER,
posted,12/22/2015,RETURN - JCPENNEY 2209            BAKERSFIELD  CA,,Clothing/Shoes,$,5.97,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,JCPenney
posted,12/22/2015,PURCHASE - ADY*SPOTIFY xxxxxxxxxx   xxx-xxx5380  NY,,Entertainment,$,-9.99,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Spotify Ltd
posted,12/22/2015,PURCHASE - CHIPOTLE 2462            BAKERSFIELD  CA,,Restaurants/Dining,$,-7.20,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Chipotle
posted,12/22/2015,PURCHASE - TARGET        xxxx5247   BAKERSFIELD  CA,,General Merchandise,$,-10.58,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Target
posted,12/22/2015,PURCHASE - KERN R CAFE   xxxx4257   BAKERSFIELD  CA,,Restaurants/Dining,$,-4.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,12/22/2015,PURCHASE - JCPENNEY 2209            BAKERSFIELD  CA,,Clothing/Shoes,$,-79.95,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,JCPenney
posted,12/22/2015,PURCHASE - JCPENNEY 2209            BAKERSFIELD  CA,,Clothing/Shoes,$,-39.77,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,JCPenney
posted,12/21/2015,PAYMENT TO HSBC ONLINE-TRANSFER,,Transfers,$,-567.16,,,Personal,HSBC Bank - HSBC PREMIER,HSBC
posted,12/21/2015,PAYMENT TO SO CAL GAS-PAID SCGC,,Utilities,$,-36.54,,,Personal,HSBC Bank - HSBC PREMIER,Southern California Gas Company
posted,12/21/2015,PURCHASE - CHARMING CHARLIE #259    BAKERSFIELD  CA,,Clothing/Shoes,$,-23.65,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Charming Charlie
posted,12/21/2015,PURCHASE - HOMEGOODS #0518          BAKERSFIELD  CA,,Home Improvement,$,-6.44,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,12/21/2015,PURCHASE - IN-N-OUT BURGER #145     BAKERSFIELD  CA,,Restaurants/Dining,$,-6.77,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,In-N-Out Burger
posted,12/21/2015,PURCHASE - VONS     STORExxxx4208   BAKERSFIELD  CA,,Groceries,$,-17.28,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,VONS
posted,12/20/2015,PURCHASE - SEQUOIA SANDWICH CO -    BAKERSFIELD  CA,,Restaurants/Dining,$,-4.36,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,12/18/2015,PURCHASE - WAL-MART #2557           BAKERSFIELD  CA,,Groceries,$,-9.38,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,12/17/2015,RETURN - KOHLS #0702              BAKERSFIELD  CA,,Clothing/Shoes,$,29.55,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Kohl's
posted,12/17/2015,PURCHASE - KERN R CAFE   xxxx4257   BAKERSFIELD  CA,,Restaurants/Dining,$,-4.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,12/17/2015,PURCHASE - VONS     STORExxxx4208   BAKERSFIELD  CA,,Groceries,$,-5.86,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,VONS
posted,12/16/2015,PURCHASE - RAMCHANDRA AYYAGARI MD   BAKERSFIELD  CA,,General Merchandise,$,-146.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,12/16/2015,PURCHASE - LOS ANGELES INTERNATIO   LOS ANGELES  CA,,General Merchandise,$,-5.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,12/16/2015,PURCHASE - AMAZON.COM               AMZN.COM/BILLWA,,General Merchandise,$,-36.59,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Amazon.com
posted,12/15/2015,PURCHASE ON  12/15 AT ARCO PAYPOINT - LOS ANGELES  CA,,Gasoline/Fuel,$,-8.69,,,Personal,HSBC Bank - HSBC PREMIER,Arco
posted,12/15/2015,PURCHASE - BASKIN #xx1279     Q35   BAKERSFIELD  CA,,Restaurants/Dining,$,-5.56,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Baskin-Robbins
posted,12/15/2015,PURCHASE - HINAS MERCY SOUTH WES    BAKERSFIELD  CA,,General Merchandise,$,-45.44,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,12/14/2015,PURCHASE - THE HOME DEPOT 6687      BAKERSFIELD  CA,,Home Improvement,$,-4.82,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Home Depot
posted,12/14/2015,PURCHASE - RAMCHANDRA AYYAGARI MD   BAKERSFIELD  CA,,General Merchandise,$,-55.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,12/14/2015,PURCHASE - PF CHANGS #9817          BAKERSFIELD  CA,,Restaurants/Dining,$,-18.59,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,P.F. CHANG'S
posted,12/14/2015,PURCHASE - RAMCHANDRA AYYAGARI MD   BAKERSFIELD  CA,,General Merchandise,$,-201.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,12/14/2015,PURCHASE - MONOPRICE COM            xxxxxx6887   CA,,Electronics,$,-43.88,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,"Monoprice, Inc"
posted,12/14/2015,PURCHASE - PIZZA REV 12             BAKERSFIELD  CA,,Restaurants/Dining,$,-17.45,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,12/14/2015,PURCHASE - VESTA  *T-MOBILE         xxx-xxx-3397 OR,,Telephone Services,$,-40.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,T-Mobile
posted,12/13/2015,PURCHASE - WALMART.COM              xxxxxxx6546  AR,,General Merchandise,$,-27.57,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Walmart
posted,12/13/2015,PURCHASE - KOHLS #0713              BAKERSFIELD  CA,,Clothing/Shoes,$,-10.74,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Kohl's
posted,12/13/2015,PURCHASE - WM SUPERCENTER #5134     BAKERSFIELD  CA,,Groceries,$,-70.29,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,12/11/2015,PURCHASE - RAMCHANDRA AYYAGARI MD   BAKERSFIELD  CA,,General Merchandise,$,-12.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,12/11/2015,PURCHASE - BLACK ANGUS BAKERSFIEL   xxx-xxx-0814 CA,,Restaurants/Dining,$,-18.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Black Angus
posted,12/11/2015,PURCHASE - RL/POLO #236             ARVIN        CA,,Groceries,$,-78.35,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Polo Ralph Lauren
posted,12/10/2015,INTEREST EARNED AND PAID FROM 11/13/15 - THROUGH 12/10/15 INCLUSIVE,,Interest,$,0.09,,,Personal,HSBC Bank - HSBC PREMIER,Interest
posted,12/10/2015,PAYMENT TO CHEVRON CC-PAYMENT,,Gasoline/Fuel,$,-201.49,,,Personal,HSBC Bank - HSBC PREMIER,Chevron
posted,12/10/2015,PURCHASE - SERVEMEQUICK             xxx-xxx5798  CA,,General Merchandise,$,-46.23,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,12/10/2015,PURCHASE - AVIS.COM PREPAY RESERV   xxxxxx7900   NJ,,Travel,$,-36.21,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Avis.com
posted,12/09/2015,PURCHASE - SPROUTS FARMERS MARK     BAKERSFIELD  CA,,Groceries,$,-23.27,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Sprout's Farmers Market
posted,12/08/2015,PAYMENT TO CALWATER-WATERBILL,,Utilities,$,-35.03,,,Personal,HSBC Bank - HSBC PREMIER,California Water Service
posted,12/08/2015,PURCHASE - BEVERAGES & MORE #176    BAKERSFIELD  CA,,Restaurants/Dining,$,-44.42,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,BevMo.com
posted,12/08/2015,PURCHASE - THE HOME DEPOT #1064     BAKERSFIELD  CA,,Home Improvement,$,-4.56,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Home Depot
posted,12/08/2015,PURCHASE - TARGET        xxxx7151   BAKERSFIELD  CA,,General Merchandise,$,-67.86,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Target
posted,12/08/2015,PURCHASE - TRAVELERS PERS INS       xxxxxxx8715  CT,,Insurance,$,-55.25,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,The Travelers Companies
posted,12/07/2015,PURCHASE ON  12/05 AT PARTY CIT 5544 STOCKDA - BAKERSFIELD  CA,,Entertainment,$,-7.01,,,Personal,HSBC Bank - HSBC PREMIER,
posted,12/07/2015,DEPOSIT FROM CHEVRON CORPORAT-REG SALARY,,Paychecks/Salary,$,"1,449.00",,,Personal,HSBC Bank - HSBC PREMIER,
posted,12/07/2015,PURCHASE - PASCUCCI                 SANTA BARBARACA,,General Merchandise,$,-55.49,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,12/07/2015,PURCHASE - WATERFRONT PARKING       SANTA BARBARACA,,Travel,$,-2.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Waterfront Parking
posted,12/07/2015,PURCHASE - TRADER JOE'S #014  QPS   BAKERSFIELD  CA,,Groceries,$,-39.28,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Trader Joe's
posted,12/07/2015,PURCHASE - VICTORIA'S SECRET CATA   xxxxxxx1500  OH,,Clothing/Shoes,$,-52.82,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Victoria's Secret
posted,12/07/2015,PURCHASE - 7-ELEVEN x8822           SANTA BARBARACA,,Groceries,$,-2.99,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,7-Eleven
posted,12/07/2015,PURCHASE - MY GYM BAKERSFIELD       BAKERSFIELD  CA,,Hobbies,$,-68.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,12/07/2015,PURCHASE - SANTA BARBARA ZOOL       SANTA BARBARACA,,General Merchandise,$,-46.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,12/06/2015,PURCHASE - SAMBOS                   SANTA BARBARACA,,General Merchandise,$,-38.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,12/06/2015,PURCHASE - A EAGLE OUTFTRxxxx6593   OTTAWA       KS,,Clothing/Shoes,$,-66.56,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,American Eagle Outfitters
posted,12/06/2015,PURCHASE - DOLRTREE xxxx xxxx7599   BAKERSFIELD  CA,,General Merchandise,$,-5.38,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,"Dollar Tree, Inc."
